DRG,ID,Name,Street,City,State,Zip,Region,TotalDischarges,AveragedCoveredCharges,AverageTotalPayments,type,lat,lon
303 - ATHEROSCLEROSIS W/O MCC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,12,11776.75,3236.583333,Inpatient,33.595249,-86.665291
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,18,24363.77778,6721.944444,Inpatient,33.595249,-86.665291
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,32,17324.21875,4569.84375,Inpatient,33.595249,-86.665291
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,45,11557.02222,3283.2,Inpatient,33.595249,-86.665291
312 - SYNCOPE & COLLAPSE,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,34,18317.05882,3909.176471,Inpatient,33.595249,-86.665291
313 - CHEST PAIN,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,33,13311.78788,2997.0,Inpatient,33.595249,-86.665291
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,17,76467.29412,27889.76471,Inpatient,33.595249,-86.665291
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,23,30432.6087,13650.0,Inpatient,33.595249,-86.665291
377 - G.I. HEMORRHAGE W MCC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,26,47576.0,10406.5,Inpatient,33.595249,-86.665291
378 - G.I. HEMORRHAGE W CC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,71,19612.02817,5756.549296,Inpatient,33.595249,-86.665291
379 - G.I. HEMORRHAGE W/O CC/MCC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,23,13277.91304,4075.0,Inpatient,33.595249,-86.665291
389 - G.I. OBSTRUCTION W CC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,21,17293.42857,5089.52381,Inpatient,33.595249,-86.665291
390 - G.I. OBSTRUCTION W/O CC/MCC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,15,11448.86667,3469.466667,Inpatient,33.595249,-86.665291
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,97,14984.56701,3924.257732,Inpatient,33.595249,-86.665291
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,15,11004.93333,6953.4,Inpatient,33.595249,-86.665291
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,15,26493.26667,8908.733333,Inpatient,33.595249,-86.665291
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,16,22091.5,6373.5,Inpatient,33.595249,-86.665291
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,15,27758.4,6658.666667,Inpatient,33.595249,-86.665291
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,28,44224.07143,20594.92857,Inpatient,33.595249,-86.665291
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,11,73278.81818,22362.0,Inpatient,33.595249,-86.665291
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,228,31092.75,11313.79825,Inpatient,33.595249,-86.665291
473 - CERVICAL SPINAL FUSION W/O CC/MCC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,14,23604.07143,11312.0,Inpatient,33.595249,-86.665291
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,14,56918.71429,18236.28571,Inpatient,33.595249,-86.665291
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,50,30915.06,10134.44,Inpatient,33.595249,-86.665291
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,22,22673.63636,8645.0,Inpatient,33.595249,-86.665291
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,11,12029.36364,5404.545455,Inpatient,33.595249,-86.665291
536 - FRACTURES OF HIP & PELVIS W/O MCC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,17,10524.64706,3900.411765,Inpatient,33.595249,-86.665291
552 - MEDICAL BACK PROBLEMS W/O MCC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,17,17363.94118,4306.352941,Inpatient,33.595249,-86.665291
603 - CELLULITIS W/O MCC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,43,12357.16279,4561.767442,Inpatient,33.595249,-86.665291
638 - DIABETES W CC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,14,15875.5,5176.071429,Inpatient,33.595249,-86.665291
"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,14,24594.07143,6213.857143,Inpatient,33.595249,-86.665291
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,61,12709.62295,3769.04918,Inpatient,33.595249,-86.665291
682 - RENAL FAILURE W MCC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,37,24545.89189,8694.0,Inpatient,33.595249,-86.665291
683 - RENAL FAILURE W CC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,76,19171.84211,5913.092105,Inpatient,33.595249,-86.665291
684 - RENAL FAILURE W/O CC/MCC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,12,15049.16667,3592.583333,Inpatient,33.595249,-86.665291
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,32,28215.0,7015.53125,Inpatient,33.595249,-86.665291
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,108,16804.77778,4353.287037,Inpatient,33.595249,-86.665291
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,12,17433.0,8406.916667,Inpatient,33.595249,-86.665291
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,11,9976.818182,5451.090909,Inpatient,33.595249,-86.665291
812 - RED BLOOD CELL DISORDERS W/O MCC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,48,13303.33333,6140.979167,Inpatient,33.595249,-86.665291
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,58,41809.60345,10962.36207,Inpatient,33.595249,-86.665291
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,21,18996.52381,6523.142857,Inpatient,33.595249,-86.665291
885 - PSYCHOSES,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,32,11076.0,5165.09375,Inpatient,33.595249,-86.665291
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,26,13982.84615,4594.653846,Inpatient,33.595249,-86.665291
948 - SIGNS & SYMPTOMS W/O MCC,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,24,12695.95833,3742.416667,Inpatient,33.595249,-86.665291
0204 - Level I Nerve Injections,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,29,2384.765172,163.4993103,Outpatient,33.595249,-86.665291
0207 - Level III Nerve Injections,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,198,2371.807879,458.9752525,Outpatient,33.595249,-86.665291
"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,300,3938.95,710.7385667,Outpatient,33.595249,-86.665291
0267 - Level III Diagnostic and Screening Ultrasound,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,296,697.4956081,138.0105743,Outpatient,33.595249,-86.665291
0269 - Level II Echocardiogram Without Contrast,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,216,1663.008565,354.8076852,Outpatient,33.595249,-86.665291
0270 - Level III Echocardiogram Without Contrast,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,22,2602.36,496.6622727,Outpatient,33.595249,-86.665291
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,438,2430.497032,320.6143836,Outpatient,33.595249,-86.665291
0377 - Level II Cardiac Imaging,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,73,5715.034932,681.1552055,Outpatient,33.595249,-86.665291
0605 - Level 2 Hospital Clinic Visits,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,187,128.5668449,68.76,Outpatient,33.595249,-86.665291
0607 - Level 4 Hospital Clinic Visits,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,AL - Birmingham,53,251.2207547,116.0658491,Outpatient,33.595249,-86.665291
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,14,26139.71429,5581.285714,Inpatient,34.440632,-85.757274
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,16,16320.3125,4390.8125,Inpatient,34.440632,-85.757274
069 - TRANSIENT ISCHEMIA,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,15,20022.66667,3823.466667,Inpatient,34.440632,-85.757274
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,22,45575.22727,7485.227273,Inpatient,34.440632,-85.757274
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,46,27517.21739,6042.086957,Inpatient,34.440632,-85.757274
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,22,19348.04545,4718.272727,Inpatient,34.440632,-85.757274
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,68,15612.67647,3722.352941,Inpatient,34.440632,-85.757274
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,18,34917.0,7777.666667,Inpatient,34.440632,-85.757274
194 - SIMPLE PNEUMONIA & PLEURISY W CC,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,48,27490.16667,5290.5,Inpatient,34.440632,-85.757274
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,49,18861.65306,3947.285714,Inpatient,34.440632,-85.757274
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,16,53917.8125,11749.8125,Inpatient,34.440632,-85.757274
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,14,135364.2143,16369.28571,Inpatient,34.440632,-85.757274
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,38,86582.57895,10505.68421,Inpatient,34.440632,-85.757274
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,35,41424.0,5914.514286,Inpatient,34.440632,-85.757274
291 - HEART FAILURE & SHOCK W MCC,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,18,25649.61111,7227.0,Inpatient,34.440632,-85.757274
292 - HEART FAILURE & SHOCK W CC,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,25,23188.0,5387.2,Inpatient,34.440632,-85.757274
293 - HEART FAILURE & SHOCK W/O CC/MCC,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,24,19650.75,3486.875,Inpatient,34.440632,-85.757274
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,12,32328.58333,6238.75,Inpatient,34.440632,-85.757274
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,17,25947.11765,4425.0,Inpatient,34.440632,-85.757274
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,31,16509.19355,3007.387097,Inpatient,34.440632,-85.757274
378 - G.I. HEMORRHAGE W CC,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,31,22304.29032,5271.064516,Inpatient,34.440632,-85.757274
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,56,20179.98214,3727.035714,Inpatient,34.440632,-85.757274
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,41,80144.80488,11005.43902,Inpatient,34.440632,-85.757274
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,14,39732.5,8061.5,Inpatient,34.440632,-85.757274
603 - CELLULITIS W/O MCC,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,21,13023.90476,4242.380952,Inpatient,34.440632,-85.757274
638 - DIABETES W CC,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,12,13485.75,4222.333333,Inpatient,34.440632,-85.757274
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,48,12393.95833,3699.4375,Inpatient,34.440632,-85.757274
683 - RENAL FAILURE W CC,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,21,24276.42857,5211.0,Inpatient,34.440632,-85.757274
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,30,16299.63333,3937.533333,Inpatient,34.440632,-85.757274
812 - RED BLOOD CELL DISORDERS W/O MCC,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,12,18394.25,4119.416667,Inpatient,34.440632,-85.757274
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,28,35601.75,9402.785714,Inpatient,34.440632,-85.757274
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,24,24525.29167,6006.041667,Inpatient,34.440632,-85.757274
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,25,11869.36,3261.64,Inpatient,34.440632,-85.757274
0078 - Level III Pulmonary Treatment,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,23,289.7391304,87.66521739,Outpatient,34.440632,-85.757274
0096 - Level II Noninvasive Physiologic Studies,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,19,1247.0,94.34736842,Outpatient,34.440632,-85.757274
0204 - Level I Nerve Injections,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,18,3046.136667,168.64,Outpatient,34.440632,-85.757274
0207 - Level III Nerve Injections,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,386,4442.719171,469.138886,Outpatient,34.440632,-85.757274
"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,85,3288.235294,699.7056471,Outpatient,34.440632,-85.757274
0265 - Level I Diagnostic and Screening Ultrasound,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,79,550.3670886,56.46164557,Outpatient,34.440632,-85.757274
0267 - Level III Diagnostic and Screening Ultrasound,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,292,2022.59161,139.2588014,Outpatient,34.440632,-85.757274
0269 - Level II Echocardiogram Without Contrast,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,307,4921.785016,361.807785,Outpatient,34.440632,-85.757274
0368 - Level II Pulmonary Tests,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,44,286.0,53.43318182,Outpatient,34.440632,-85.757274
0377 - Level II Cardiac Imaging,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,AL - Birmingham,116,4902.181034,684.5925,Outpatient,34.440632,-85.757274
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,AL - Mobile,12,5714.166667,4253.166667,Inpatient,31.931425,-87.738223
194 - SIMPLE PNEUMONIA & PLEURISY W CC,10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,AL - Mobile,14,7387.857143,5800.714286,Inpatient,31.931425,-87.738223
292 - HEART FAILURE & SHOCK W CC,10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,AL - Mobile,14,6745.071429,5934.214286,Inpatient,31.931425,-87.738223
293 - HEART FAILURE & SHOCK W/O CC/MCC,10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,AL - Mobile,14,5950.642857,3915.571429,Inpatient,31.931425,-87.738223
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,AL - Mobile,17,4804.823529,4133.117647,Inpatient,31.931425,-87.738223
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,AL - Mobile,14,5499.285714,4465.142857,Inpatient,31.931425,-87.738223
812 - RED BLOOD CELL DISORDERS W/O MCC,10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,AL - Mobile,11,5335.454545,4843.0,Inpatient,31.931425,-87.738223
0265 - Level I Diagnostic and Screening Ultrasound,10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,AL - Mobile,21,190.8571429,53.33,Outpatient,31.931425,-87.738223
0267 - Level III Diagnostic and Screening Ultrasound,10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,AL - Mobile,52,293.3269231,131.08,Outpatient,31.931425,-87.738223
0269 - Level II Echocardiogram Without Contrast,10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,AL - Mobile,63,432.0,344.76,Outpatient,31.931425,-87.738223
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,AL - Mobile,61,1142.295082,291.4472131,Outpatient,31.931425,-87.738223
0604 - Level 1 Hospital Clinic Visits,10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,AL - Mobile,14,94.38214286,42.29714286,Outpatient,31.931425,-87.738223
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,AL - Birmingham,18,31633.27778,5658.333333,Inpatient,33.254401,-86.814114
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,AL - Birmingham,21,64537.85714,10256.90476,Inpatient,33.254401,-86.814114
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,AL - Birmingham,30,32865.13333,6428.833333,Inpatient,33.254401,-86.814114
